Time,FEvals
0.00011679201270453632,200.0
0.00011733299470506608,200.0
0.00011758299660868943,200.0
0.00011833300231955945,200.0
0.00011845797416754067,200.0
0.00011891699978150427,200.0
0.00011904200073331594,200.0
0.00019387499196454883,2615.0
0.00019508300465531647,2616.0
0.00019545899704098701,2615.0
0.00019695798982866108,2617.0
0.00019858399173244834,2615.0
0.0002058330283034593,2616.0
0.0009625840175431222,200.0
0.0030382499971892685,402.0
0.0031492499983869493,2816.0
0.0031656670034863055,402.0
0.0031754589872434735,2816.0
0.0031800410069990903,2818.0
0.0031812920060474426,402.0
0.0031842909811530262,2816.0
0.003188832983141765,2817.0
0.003206082998076454,402.0
0.003300708020105958,2817.0
0.003356541972607374,402.0
0.003796041972236708,402.0
0.003821916994638741,402.0
0.005633541994029656,604.0
0.005804374988656491,604.0
0.0058872500085271895,604.0
0.005988499993691221,3017.0
0.006030124990502372,3017.0
0.006037082988768816,603.0
0.006204832985531539,3019.0
0.00620891700964421,3018.0
0.006255124986637384,3017.0
0.006500292016426101,3018.0
0.00657341699115932,603.0
0.006832458981079981,604.0
0.007172582991188392,806.0
0.007433541992213577,806.0
0.007442208006978035,805.0
0.007454042002791539,603.0
0.007597207993967459,804.0
0.007724625000264496,3218.0
0.00822595800855197,3220.0
0.008236833004048094,3219.0
0.008284874988021329,3218.0
0.00839829197502695,806.0
0.008494375011650845,805.0
0.008722667000256479,1007.0
0.00896116701187566,1008.0
0.009052583016455173,1007.0
0.00909549999050796,804.0
0.009130916994763538,1005.0
0.00995608398807235,1008.0
0.010393957985797897,1006.0
0.010649042000295594,1006.0
0.01147633299115114,1209.0
0.011657499999273568,1209.0
0.01191279198974371,1208.0
0.012392124976031482,1206.0
0.012641541979974136,1210.0
0.013014249998377636,1410.0
0.01309745799517259,1208.0
0.01319654201506637,1410.0
0.01336700000683777,1208.0
0.013532000011764467,1409.0
0.01395262498408556,1407.0
0.014180291997035965,1411.0
0.014551667001796886,1611.0
0.014671332988655195,1409.0
0.014728500013006851,1611.0
0.01491487500607036,1409.0
0.015079500008141622,1610.0
0.015482999995583668,1608.0
0.015739499998744577,1612.0
0.01605691699660383,1812.0
0.01622129199677147,1610.0
0.016310625011101365,1812.0
0.016475582990096882,1610.0
0.016619375004665926,1811.0
0.01700533297844231,1809.0
0.017276916973059997,1813.0
0.017567167000379413,2013.0
0.01774491698597558,1811.0
0.0179305000056047,2013.0
0.018002583004999906,1811.0
0.01820445799967274,2012.0
0.01855845798854716,2010.0
0.018804791994625703,2014.0
0.019109166983980685,2214.0
0.01926549998461269,2012.0
0.019447124999715015,2214.0
0.019588958006352186,2012.0
0.019769500009715557,2213.0
0.020085457974346355,2211.0
0.02036599998245947,2215.0
0.020614707987988368,2415.0
0.020822124992264435,2213.0
0.02108133299043402,2415.0
0.02111900001182221,2213.0
0.021353207994252443,2414.0
0.021611374977510422,2412.0
0.021916583995334804,2416.0
0.022344875003909692,2414.0
0.022633249987848103,2414.0
0.04110933400806971,402.0
0.045529333990998566,604.0
0.04803554201498628,805.0
0.050402791996020824,1006.0
0.05485279200365767,1207.0
0.05741875001695007,1408.0
0.05978033400606364,1609.0
0.06226858400623314,1810.0
0.0645162500150036,2011.0
0.06676866699126549,2212.0
0.06900108398986049,2413.0
0.07110245901276357,2614.0
